,capacity,lon,lat,borough
0,20,2.334742918610573,48.8566039745635,75006
1,21,2.3373600840568547,48.87929591733507,75009
2,60,2.3661431,48.8712121,75010
3,45,2.343670316040516,48.85151881501689,75005
4,30,2.3875549435615544,48.84085531176338,75012
6,48,2.37289470306807,48.8570414504784,75011
7,19,2.329337755887181,48.84479928858768,75006
8,21,2.327861653302471,48.82234096593411,75014
9,44,2.381133802246315,48.89594736851349,75019
10,44,2.327339,48.877753,75009
11,22,2.3185685276985173,48.85909110474066,75007
12,19,2.3097044974565506,48.85141997898257,75007
13,24,2.351464,48.880726,75010
14,23,2.3230632,48.8978765,75017
15,14,2.364044,48.842524,75013
16,39,2.3464982619671075,48.84702057165222,75005
17,60,2.3930427432060246,48.88889440160639,75019
18,19,2.3654810339212418,48.86683096894219,75011
19,27,2.3860743641853337,48.877436681515796,75019
21,58,2.302549182385926,48.86492098253841,75008
22,15,2.356796,48.874575,75010
23,33,2.389613136684456,48.859358523592554,75020
25,35,2.3204218259345537,48.84856323305935,75007
27,45,2.381299026310444,48.86112461407359,75011
28,59,2.384273745805574,48.82837482809675,75013
29,28,2.290781411279206,48.88561741628322,75017
31,42,2.282015,48.883498,75017
33,22,2.356855627529275,48.88611466796807,75018
34,38,2.28189,48.863875,75116
35,30,2.3527636751532555,48.88042350842878,75010
36,53,2.371508963406086,48.869014792057236,75011
39,19,2.343099,48.8465255,75005
40,58,2.3678933,48.868397,75011
41,36,2.3561610281467438,48.888537048944826,75018
44,63,2.3828620836138725,48.85337548425958,75011
45,21,2.373759595522922,48.888013281448345,75019
47,58,2.314389310777188,48.89415563341899,75017
48,34,2.314494143994255,48.88713901475306,75017
49,27,2.386150136590004,48.89835196548483,75019
50,23,2.319392143923804,48.83617286014242,75014
51,16,2.371074522980134,48.88339733854529,75019
52,60,2.389147640809553,48.85288867036487,75011
54,33,2.2608396783471107,48.8479394142243,75016
57,56,2.38965779542923,48.8388110488154,75012
58,25,2.3967273,48.8701796,75020
59,30,2.314002,48.882428,75017
60,31,2.300407290458679,48.85810288510693,75007
61,37,2.3640366643667217,48.844182577315166,75005
62,21,2.384981390278095,48.87195626635528,75020
63,63,2.3600032,48.8685433,75010
65,29,2.3161920905113225,48.8477924732952,75007
66,36,2.3226776719093327,48.89587780769155,75017
67,19,2.363468,48.841836,75013
68,40,2.3445510864257812,48.892939296937605,75018
69,70,2.2748656198382378,48.870707839985386,75016
70,47,2.3628534749150276,48.88960028134536,75018
71,20,2.3890327325518528,48.87550448459959,75019
73,43,2.2921819612383847,48.84243457133779,75015
75,29,2.2964416444301605,48.87535245598514,75008
78,26,2.321358695626259,48.879960700846226,75008
79,15,2.277500546942199,48.85780291711202,75016
80,15,2.296149600985935,48.868144510482075,75116
81,65,2.325860448181629,48.85972615790874,75007
82,25,2.358513532903332,48.828156251574946,75013
83,28,2.36711,48.883843,75010
84,56,2.3869940266013145,48.86328729150227,75011
85,47,2.31497872620821,48.831600736972284,75014
86,15,2.3202589899301524,48.881823370566806,75008
87,37,2.282173218142987,48.8569864146289,75016
89,43,2.3860039,48.8741908,75020
90,46,2.304111124531457,48.887070607581215,75017
92,16,2.323793470859528,48.858297001217615,75007
93,61,2.366669436984963,48.874794994841274,75010
94,33,2.337939441204071,48.84954227788459,75006
95,21,2.3361566,48.8827555,75009
97,42,2.3126140236854558,48.84746064114221,75007
98,36,2.356947250664234,48.85389964552738,75004
99,29,2.35821794718504,48.858256413365815,75004
100,18,2.3263905197381973,48.85314781654488,75007
103,17,2.3494647851273465,48.84504716661511,75005
104,30,2.2905756533145905,48.84487893836502,75015
105,41,2.3469526693224907,48.888735896947054,75018
108,26,2.395084574818611,48.8693268535238,75020
109,36,2.385534569621086,48.8351212784276,75012
111,20,2.3521495,48.8462904,75005
112,25,2.3305362090468407,48.876693805756986,75009
113,29,2.323658830743138,48.87320440102894,75008
114,14,2.349147,48.879223,75010
115,14,2.329423,48.87219,75009
116,40,2.322528975094376,48.88896161855884,75017
117,24,2.344393021853951,48.876719895109,75009
118,41,2.306646779179573,48.856691550115315,75007
119,17,2.341798283943937,48.857058739111096,75001
120,24,2.3110422492027287,48.838683941628375,75015
121,61,2.3726498446286,48.8455150897939,75012
123,24,2.322079431103719,48.88416184871573,75017
124,47,2.264390252530575,48.84097491091973,75016
125,58,2.3692541,48.8667175,75011
126,27,2.397253782195704,48.83761417037952,75012
127,36,2.3984125256538396,48.85708641027236,75020
128,16,2.2713854536414146,48.83372430280548,75015
130,25,2.2978776320815086,48.852828153442346,75015
131,20,2.3919698596000676,48.88467214209463,75019
133,24,2.2811267160086417,48.836191728066666,75015
134,29,2.281037718057633,48.84240765130395,75015
136,32,2.301303138307601,48.87614039826388,75008
142,33,2.290781380114821,48.86741186571367,75116
143,20,2.381464,48.877951,75019
144,52,2.284444,48.877775,75017
145,51,2.3789759,48.858925,75011
146,23,2.371300756931305,48.83298497134978,75013
148,25,2.3207511752843857,48.82770803490614,75014
150,27,2.344621494412422,48.83487785877968,75013
151,40,2.3294984212276404,48.872988840743595,75009
153,37,2.296319,48.8888,75017
155,40,2.3210415244102482,48.82577028927573,75014
157,34,2.380039058625698,48.88467368538326,75019
158,35,2.315848097205162,48.87372241291653,75008
160,18,2.3793068155646324,48.84617146118711,75012
162,36,2.3660597205162053,48.864465972010244,75011
163,43,2.369896383666685,48.87137987425661,75010
166,16,2.370458543300628,48.849268481958404,75012
167,36,2.3705490678548813,48.827817291597846,75013
169,22,2.2921088710427284,48.881804409079656,75017
170,26,2.403928068708116,48.852566752033766,75020
171,62,2.3017574474215508,48.84584756136587,75015
173,40,2.354259,48.846513,75005
177,42,2.2617871686816216,48.86218070933143,75016
179,26,2.301799356937409,48.852060203582795,75007
180,18,2.3418454080820084,48.88414675978186,75018
181,49,2.3499782010912895,48.839061952159746,75005
182,16,2.326228,48.8867667,75018
183,28,2.323834749088381,48.88310390458221,75017
184,35,2.382578935054453,48.84486731955409,75012
187,18,2.335021197795868,48.84274150283194,75006
188,36,2.4077132,48.8354337,75012
189,21,2.40539657537972,48.8694370761222,75020
190,34,2.37965351592796,48.83094844846017,75013
191,23,2.3275961726903915,48.85018826266191,75006
192,63,2.3010657727718353,48.83959442800459,75015
193,19,2.3689296841621403,48.8862524447104,75019
194,19,2.30927479982717,48.8265029331101,75014
196,25,2.294512536052928,48.877532084130166,75017
197,26,2.29858466343129,48.883769733273496,75017
198,33,2.337201547845077,48.871815737396304,75009
199,22,2.3414132371544834,48.85229736258167,75006
201,17,2.285863497192411,48.86642312020962,75116
202,38,2.3710541,48.8600265,75011
204,19,2.343570403754711,48.87560163267239,75009
208,20,2.350892163813114,48.85587645183987,75004
209,28,2.348489575088024,48.84158856925782,75005
210,41,2.38474,48.8429,75012
212,30,2.35588476061821,48.87534054839558,75010
214,60,2.3532536,48.8562118,75004
217,23,2.3473754525184636,48.85525811539143,75004
219,46,2.327897409164145,48.895809485802886,75017
220,50,2.3741452395915985,48.84566619420225,75012
224,47,2.396093,48.854176,75011
225,36,2.3441386967897415,48.88468735450907,75018
226,38,2.3145456,48.8795079,75008
227,37,2.2933450341224675,48.885927922355044,75017
230,22,2.346484623849392,48.88294340844958,75009
232,17,2.334465461882703,48.85330527759475,75006
233,12,2.3024257,48.8359192,75015
234,16,2.354511445637388,48.877356057652264,75010
235,27,2.389728979467376,48.841923663276546,75012
236,26,2.376358449431232,48.848175129981016,75012
237,24,2.3361804,48.8307758,75014
238,47,2.3697222,48.8538327,75011
240,28,2.410522909779111,48.852919679957296,75020
242,62,2.3110086,48.8447677,75015
243,38,2.2577651962637906,48.83750862621299,75016
244,36,2.400113046169281,48.84682168154762,75012
245,34,2.3498075,48.8626302,75001
247,13,2.3386867716908455,48.884542726149725,75018
248,24,2.3897721245884895,48.86854239566069,75020
249,22,2.41112578185621,48.86216198070008,75020
250,27,2.323731449973991,48.835064363954,75014
252,37,2.3972516,48.8395385,75012
253,26,2.319614924490452,48.8542210666207,75007
254,37,2.3376645147800446,48.84342376221923,75005
255,16,2.3477794602513313,48.86358858111446,75001
257,22,2.3887022584676743,48.90098953630053,75019
258,12,2.4062821269035344,48.85026702458012,75020
259,33,2.362354410392119,48.83252708397293,75013
261,28,2.3461959511041637,48.86450567259199,75001
262,25,2.353635728359223,48.86743372423056,75003
263,16,2.345068440144759,48.865021945810085,75002
265,32,2.361762821674347,48.86446178139141,75003
266,18,2.363546437054538,48.86721120185892,75003
269,19,2.350217280976349,48.857999643314926,75004
271,18,2.3400047421455388,48.861342760889265,75001
272,17,2.348393350839615,48.867141720745806,75002
273,28,2.3404625437747044,48.8672190355135,75002
275,18,2.3366955667734146,48.88110437240003,75009
278,35,2.371211388119954,48.83258651335057,75013
279,16,2.381797702650783,48.858001906023354,75011
280,37,2.306762784719467,48.83287705011431,75015
283,33,2.351342,48.820507,75013
284,54,2.377372272312641,48.84704783357938,75012
285,27,2.3973043,48.8488408,75011
286,27,2.3769494891166687,48.880597694070524,75019
288,36,2.365086078643799,48.82676466519947,75013
290,35,2.2924277186393742,48.82805169605981,75015
291,32,2.3102882,48.8882568,75017
292,36,2.32321947813034,48.89213559044868,75017
293,31,2.325570111724113,48.874230055580306,75008
294,20,2.312707121097412,48.8365662244334,75015
297,17,2.2985444962978363,48.87171587869726,75008
298,20,2.412330328844772,48.849266043601794,75020
299,29,2.275342586850291,48.8296843300915,75015
300,37,2.3648982158072323,48.867872484748744,75011
301,20,2.3925706744194035,48.85590755596891,75011
303,39,2.287667370814871,48.88287775178599,75017
305,60,2.343335375189781,48.81942833336948,75014
307,35,2.3034455627202988,48.879406604954,75017
308,34,2.3481646925210953,48.830981659316855,75013
309,44,2.3790568521139748,48.871031137596006,75020
311,18,2.39806417375803,48.8804934032465,75019
312,33,2.307678759098053,48.871417284354834,75008
313,26,2.2584119439125065,48.840579923690115,75016
314,21,2.288640439510346,48.88655580065981,75017
315,40,2.318705212173216,48.894799816683985,75017
316,46,2.32971478253603,48.83940266673835,75014
317,23,2.2730283066630363,48.86106902949534,75116
318,21,2.352406606078148,48.842764450905456,75005
319,24,2.341923944866407,48.844730256132095,75005
320,40,2.3558086529374123,48.84906329950134,75005
321,33,2.293178754328878,48.856502977695634,75007
323,17,2.3310810327529907,48.88006587474148,75009
324,37,2.350287325680256,48.8482255727241,75005
325,40,2.2854680567979813,48.88022154052015,75017
326,22,2.2784192115068436,48.836395736424116,75015
327,35,2.3082953318953514,48.874746047357135,75008
328,47,2.383553994571467,48.858688774062955,75011
329,30,2.3677729815244675,48.86106483859209,75011
330,68,2.3956204,48.8471116,75012
331,12,2.293077029857222,48.852804604940296,75015
332,53,2.39790290594101,48.893923963057865,75019
333,42,2.3146149516105656,48.851544847689894,75007
336,34,2.4586871266365056,48.82237977153955,75012
337,23,2.364035,48.873462,75010
338,33,2.3319872841238976,48.89401874744574,75018
339,22,2.38959476351738,48.87403113727167,75020
340,24,2.4039056897163396,48.871244610447015,75020
341,46,2.345585584134864,48.8957969797804,75018
343,21,2.3413893,48.8417514,75005
344,19,2.3722528328789854,48.87174684930295,75010
346,37,2.349057392968696,48.89045112096476,75018
347,21,2.375934,48.82941,75013
351,35,2.313136198271666,48.82650543613106,75014
353,50,2.2587671,48.8798926,75016
358,48,2.3764613270759587,48.872687731400255,75019
359,26,2.381868,48.89465,75019
360,12,2.315508019010038,48.875448033960744,75008
361,34,2.2656840831041336,48.84520880183234,75016
362,20,2.405970990657807,48.86746195408435,75020
363,26,2.373463287949562,48.88125496379482,75019
364,50,2.3695197701454167,48.86450126141778,75011
366,33,2.344884406212207,48.882633484310816,75009
367,29,2.3022570088505745,48.83227829269761,75015
369,27,2.3192664,48.8577967,75007
370,12,2.3242460936307903,48.86121174057001,75007
371,20,2.396222,48.867362,75020
372,23,2.337429821491241,48.87778639599673,75009
374,66,2.249415814876557,48.87525984132485,75016
376,47,2.315277121961117,48.8572026618033,75007
377,59,2.3186306,48.8242469,75014
378,24,2.3890928,48.8522025,75011
379,47,2.296709530055523,48.85147910413369,75015
380,16,2.3896481,48.844291,75012
381,27,2.398403047037931,48.85160266522164,75020
382,35,2.400976623546542,48.867925154026736,75020
384,68,2.3790882155299187,48.84395729494058,75012
385,39,2.3534858599305153,48.84718551002347,75005
386,18,2.2724174,48.8643275,75116
387,44,2.400525668552064,48.839988788911874,75012
389,66,2.369220033288002,48.851355779578945,75012
392,31,2.2992860188665043,48.878199928923124,75008
394,18,2.3095492646098137,48.88107791412864,75017
396,26,2.3842214,48.8703459,75020
397,47,2.3620612,48.8743988,75010
400,40,2.301132157444954,48.881973298351625,75017
401,62,2.288124,48.876116,75017
402,17,2.321374788880348,48.84708159081946,75006
403,25,2.354235,48.879089,75010
405,49,2.353468135133752,48.835092787823875,75013
406,52,2.299380004405976,48.83310149953933,75015
407,72,2.2919502854347233,48.851315406715976,75015
409,33,2.289705348222022,48.853844054333514,75015
410,33,2.3612049221992497,48.870948218595146,75010
411,17,2.343698,48.879161,75009
412,26,2.3411329463124275,48.848951441614176,75006
413,64,2.320121418520769,48.86141101465194,75007
414,21,2.2989967837929726,48.86883394989261,75008
415,14,2.342167,48.8214169,75014
416,36,2.348636478060487,48.891457726153774,75018
417,25,2.3458001,48.8978867,75018
418,30,2.3423714563250546,48.8582958982873,75001
419,17,2.348463758826256,48.87759897050706,75009
420,27,2.3680844979417,48.8761373390584,75010
421,32,2.3594588041305546,48.87564264747718,75010
423,27,2.3308449949028507,48.88320784122797,75009
424,36,2.313977926969528,48.87147859116726,75008
425,24,2.3833653330802917,48.88917613743794,75019
426,24,2.3703941702842717,48.884492238407525,75019
427,49,2.352339,48.881949,75010
428,18,2.358739863900845,48.870702423554306,75010
429,16,2.3454568170361734,48.84512772828039,75005
430,26,2.351281,48.870278,75010
431,40,2.392039597034455,48.872010281270974,75020
432,38,2.3772348091006275,48.86214784454763,75011
434,24,2.3733686318721463,48.85507930579506,75011
435,43,2.332897827913839,48.886456815828815,75018
436,24,2.382461093366146,48.87498199631513,75019
437,65,2.322616316378116,48.87590240712654,75008
438,50,2.3959985375404362,48.89738369720229,75019
440,39,2.3635598,48.8927825,75018
441,65,2.275374233722687,48.83769531916335,75015
442,21,2.3544725775718693,48.879595787608096,75010
443,39,2.3293121159076686,48.831632518292565,75014
444,21,2.3107116669416428,48.825218683556734,75014
445,34,2.326124420314341,48.88794016394694,75018
447,25,2.3384983465075493,48.826701758539215,75014
448,22,2.333725690841675,48.821092374256104,75014
449,20,2.3711327,48.8633762,75011
454,33,2.297132313251496,48.87483645783703,75008
455,23,2.316423766314984,48.885325169402904,75017
456,40,2.4105253815650944,48.840714087299574,75012
457,24,2.3316738009452824,48.875065791004396,75009
458,28,2.303716580234576,48.85865170952645,75007
460,50,2.3750124,48.8644954,75011
461,53,2.294059172272682,48.84442462786544,75015
462,37,2.3476678133010864,48.89374453351521,75018
463,31,2.3471015,48.850571,75005
464,33,2.2597770800669053,48.84309486651855,75016
465,56,2.3639265082738348,48.871624306962985,75010
466,19,2.3746193200349808,48.886785741479684,75019
467,32,2.386541454435452,48.88639367943585,75019
468,31,2.3065522313117985,48.8435137879902,75015
469,52,2.3256602883338933,48.855628721100935,75007
470,50,2.380986213684082,48.86883108287741,75020
472,30,2.3785,48.88879,75019
474,17,2.362343855202198,48.868976638825686,75010
475,28,2.337574325501919,48.85528017533187,75006
476,18,2.316989621020396,48.863096900140626,75007
478,33,2.276522,48.859403,75116
479,21,2.352195717394352,48.85291595620935,75004
480,24,2.389085628786445,48.85050056492107,75011
481,0,2.35644,48.851025,75004
482,39,2.320883944630623,48.83920384329242,75014
485,60,2.3025691509246826,48.847566545259745,75015
486,24,2.317377626895905,48.890097168851746,75017
487,49,2.38637,48.832308,75012
488,22,2.326412869398186,48.82503085292528,75014
489,22,2.3938155401308374,48.88650687534334,75019
490,34,2.347842156887055,48.851904891406384,75005
491,30,2.4133380129933357,48.87308753734472,75020
492,17,2.347510904073715,48.83976676978202,75005
493,27,2.32459545135498,48.84116092896631,75014
494,54,2.283664085650799,48.83671783466264,75015
495,14,2.360914908320552,48.87615605427147,75010
498,47,2.298286,48.885263,75017
499,52,2.3674523,48.832294,75013
500,27,2.40869477391243,48.85696177597818,75020
501,22,2.284142297394666,48.83476837934194,75015
502,52,2.335426103165901,48.89183721478911,75018
503,19,2.2831090539693832,48.84315611111599,75015
504,26,2.311362437903881,48.86240833596654,75007
505,26,2.339947307565249,48.855296898603285,75006
506,22,2.3469213030948755,48.858018744217624,75001
507,29,2.2977904602885246,48.87340927626732,75008
508,33,2.3421307280659676,48.85090814639774,75005
509,50,2.3434996604919434,48.84968656619092,75005
510,53,2.3864468559622765,48.85961917660904,75011
512,34,2.393075558274471,48.85050701184191,75011
513,0,2.264205,48.876356,75116
515,0,2.460555428,48.83812672,75012
520,17,2.3396701365709305,48.877851443502536,75009
521,43,2.3704235663952966,48.838946417408025,75013
522,31,2.368448562920093,48.879330755297346,75010
523,18,2.3659095168113713,48.823283932030755,75013
524,33,2.2818631678819656,48.849269143835926,75015
529,18,2.3229019716382027,48.87531563065266,75008
530,45,2.365273725072355,48.86570934379584,75003
531,30,2.2938242935035684,48.8754438707356,75017
532,45,2.2966245196598805,48.84797660373612,75015
533,29,2.2789591,48.8778983,75116
534,11,2.301431038163409,48.82900222785569,75015
535,28,2.3542150855064397,48.87287120589831,75010
537,23,2.352454275492188,48.85045800918843,75005
538,24,2.3011638,48.8704294,75008
540,44,2.33817871442611,48.8896779050281,75018
541,13,2.360236309468746,48.817161987718954,75013
542,16,2.3463253676891327,48.88215166773376,75009
544,55,2.2735664248466496,48.84762302736417,75016
545,31,2.3493797332048416,48.85388354132773,75004
547,36,2.2859314084053044,48.84205217310643,75015
548,45,2.2786368057131767,48.846276485475,75015
549,43,2.326196730136872,48.82764910240992,75014
550,41,2.28146318346262,48.86795222470859,75116
552,0,2.270967,48.83712,75015
553,26,2.3592948541045193,48.81990914045756,75013
554,23,2.390209687445294,48.88466206560529,75019
557,20,2.349696233868599,48.88512432362698,75018
559,34,2.3965022,48.8453579,75012
560,25,2.33324121683836,48.88229101148092,75009
561,33,2.31790903955698,48.89611762451474,75017
562,23,2.2952168,48.8547194,75015
564,0,2.328549,48.884267,75018
565,30,2.37890136621104,48.8504400134045,75012
566,39,2.341458834707737,48.8713475973833,75002
570,22,2.3215,48.8337,75014
571,36,2.2687188170157406,48.86302317841182,75016
572,23,2.3064258322119713,48.87393521240818,75008
574,36,2.3473486304283147,48.848904447989405,75005
575,23,2.384767457842827,48.85428437993525,75011
576,33,2.310732454061508,48.86968985685174,75008
577,35,2.340144887566567,48.89299462568024,75018
578,28,2.3530178144574165,48.89543299733937,75018
581,21,2.3599335551261906,48.88400896451429,75010
582,32,2.405871044529538,48.853246898211985,75020
583,27,2.281512522529856,48.87356870686902,75116
584,46,2.348572461702221,48.83548071896613,75013
585,0,2.3596063256263737,48.8625179581143,75003
586,23,2.41104629853209,48.8780992764359,75020
587,0,2.398211,48.890078,75019
588,32,2.3507790675507594,48.8661116315789,75002
590,44,2.3359975218772893,48.8699355331869,75002
591,44,2.3563823103904724,48.85594991049653,75004
592,28,2.33359,48.87243,75009
594,21,2.329431,48.864793,75001
595,20,2.330567417577153,48.86557114282421,75001
596,30,2.3400671035051346,48.863490871724466,75001
598,20,2.3787959,48.8791665,75019
601,43,2.375841,48.860934,75011
602,39,2.3415122,48.8943782,75018
603,48,2.353521,48.870893,75010
604,21,2.3887913337477067,48.87959698690176,75019
606,69,2.3537524044513702,48.840658921385234,75005
607,67,2.323243509807989,48.87040602848252,75008
608,20,2.41208288897222,48.85398448133697,75020
610,34,2.299347817897797,48.84858321339195,75015
611,30,2.329095,48.822032,75014
612,37,2.3743692,48.8963765,75019
613,23,2.292114570736885,48.83056827450558,75015
614,38,2.2842496633529663,48.875133047166585,75116
615,21,2.350422,48.822203,75013
617,23,2.3543356766748507,48.829899841747384,75013
620,30,2.3833701,48.8906231,75019
621,42,2.3125657439231877,48.842726498316644,75015
622,20,2.3405495658516884,48.88219377957169,75018
623,23,2.350063696503639,48.860134890541865,75004
625,26,2.2937349,48.8712148,75116
626,0,2.30081,48.888792,75017
627,32,2.347382729482953,48.82245594764965,75013
628,26,2.3612322,48.8550222,75004
629,33,2.3109867000000577,48.8849609,75017
631,31,2.3522757401923404,48.874999954666755,75010
632,25,2.366826499627087,48.83484845292942,75013
633,20,2.345232367515564,48.87985155789093,75009
634,43,2.3225811123847966,48.843827994314886,75015
